Comments,Stars,Type
"It seemed pretty good for the price and it had all the features, connectors, and headers that I needed for my build. I haven’t experienced any major issues with this board. A BIOS update was needed for maximum OS X compatibility since one of the updates according to ASRock's website unlocks more power states, which apparently OS X needed to boot without patching the kernel. Chassis fan 2's connector is a bit too close to the CPU cooler when the Hyper 212 is used though, requiring me to use Chassis Fan 3's connector when replacing the rear exhaust fan as the fan 2's connector was too hard for me to get in.  ",5,Motherboard
Solid MOBO looks great and I can CF or SLI in the future :) ,5,Motherboard
So many features and a great BIOS ,5,Motherboard
Decent motherboard but it is heavily dated these days. I would recommend passing this one up unless you are on a super budget build.  ,2,Motherboard
"Very basic, plain X99 motherboard. Only 1x PWM fan control for CPU and only 1x PWM fan control for chassis fa. If you install CPU with 28 PCIe lanes (as I have with the 5820K), only the first slot will run in 16x and cannot be allocated to other slots. This board also only has 2x PCIe 3.0 16x, 1x PCIe 2.0 16x and 1x PCIe 2.0 1x slots and therefore no quad SLI/Crossfire Support. Onboard audio is pretty average and there is no onboard WIFI, bluetooth additional raid controllers (only Intel raid controller). ",3,Motherboard
**MOTHERBOARD I really like that Bios and it offers a lot of cool features for the price! I mean it!! check it out :  ,5,Motherboard
"Works great, I had no issue's whatsoever with it. Has some cool white led backlighting. No m.2 or special features, but a great basic good looking board that's easy to work with. Manual was a huge book full of knowledge aswell. ",5,Motherboard
"Great motherboard that performs and looks fantastic.  Have had no issues with it yet, and the BIOS is very easy to navigate.  M-Flash is simple to use and was able to Flash to latest BIOS without a problem. ",5,Motherboard
"This thing is a Beast. I mean, it felt heavy and my gorilla fingers never felt like I would break it. 5 year guarantee is super nice. I really liked the built in fans in theory, but those things are loud. They are the only thing I can hear in my case. My roommate asked me what that noise was when I booted up for the first time. He was in a different room at the time.... ",5,Motherboard
"Great looking motherboard as well as solid value for a premium board.  Only complaint was no USB 2.0 headers (my case has 2 of them, plenty of USB 3.0s though) and the I/O cover interferes with the placement of Gpus in the top PCI slot. ",4,Motherboard
"This motherboard as went through many builds for me and has been a real trooper. I used to run a G3258 oc'd to 4.5ghz on this board. It's also very tiny, only about an inch longer than a mini itx.  ",4,Motherboard
"The X99 ASRock Fatality Killer gaming board is a very beautiful work of technology, with a nice red and black theme and a very heavy duty PCB, this board is built to last, the UEFI is very easy to navigate and allows for very easy over clocking with simple drop down predetermined OCs, with that said, it also allows those more experienced enthusiast  to go beyond just simple drop down menus and go all out and tweak to their hearts content.
with support for a total of ten Sata drives and one m.2 this board also allows for a vast amount of hard drives or SSDs. 
I loved the easy power and reset buttons, as well as the lcd display, that allowed me to test this mother board out side of a case to ensure it worked properly.
on the back side of the board is plenty of usb 3.0 slots a total of six of them to be exact, as well as two usb 2.0 with one dedicated as a gaming mouse port which allows for adjustments of your mouse. though this slot did give my simple gateway mouse some issues from time to time. also on the back side is your audio which is very clean and crisp, and for those with power hungry headphones the headphone slot is powered to allow for up to 600ohms of impedance, two Ethernet ports one being a Intel and the other being a killer gaming, which is supposed to prioritize packets. 
unfortunately those that choose to use the 5820k with only 28 lanes for PCI-E you will not be able to run three way graphics cards as this board does not feature a PLX chip, however those running the 5830k and the 5960x will be able to natively run three crossfire or sli cards as those CPUs feature 40 PCI-E lanes. ",5,Motherboard
"Great motherboard with lots of options, bells, and whistles. Haven't run into any issues with it whatsoever yet. ",5,Motherboard
Only came with 2 fan headers like wtf and the wifi is so frustrating to put on. Even when the wifi is on the board it wont show up on windows which i need to check out. But everything else is pre good. ,3,Motherboard
Let me just start by saying that this board makes initial installation and optimization a freaking breeze! I never thought that i would be so glad to have so many features which all come standard with this MOBO. Highly recommended for anyone doing an AMD 9590fx build!!  ,5,Motherboard
"one of the best motherboards for z77 and SLI. if you are looking at this now, probably one of the few options left. not a big fan of ASRock's driver website though. i just let windows 8.1 do its thing and didn't really bother with the extra stuff asrock offers on their website since this is going to a purpose/secondary rig that will only do csgo/fps. but i'll delve into the software optimization a bit later. ",5,Motherboard
"Solid mobo with clean looks and without some of the gimmicky features pushed by other brands.  Not as many USB ports as the Z170-A but plenty for most people's needs.  Very easy to use utilities and smooth driver installation.   Biggest selling point for me was the reliable and versatile fan control configurable from the BIOS or from the OS.  Two CPU fan headers for dual fan coolers, a voltage-controlled header for a waterpump, and 4 chassis fan headers.   ",5,Motherboard
great board no issue  ,5,Motherboard
Best entry DDR4 board. Better monitor connections options comparatively. Easy BIOS. Worked out nice. ,5,Motherboard
Happy little mitx motherboard. Bios I'd easy to work with so I've got no complains so far.  ,5,Motherboard
Got a great deal on this. So far so good. Had a few problems installing windows though. ,4,Motherboard
"A very good motherboard, with a nice set of features, Killer Doubleshot Pro X3, Wifi+bluetooth, USB 3.1, M.2 Storage, 5 PCI-E Slot, 4-SLI compatible, ect. but some drawback are some issue with RAM, verify compatibility list before buying, a the beginning the bios were clunky and not so intuitive, now since 1.5 bios upgrade, things are lot better, the bclk strap compatibility with my board is not so great too, depending on the bios upgrade, the 125mhz strap would work 1/8 of the time, and the XMP profile for my RAM is set on the 125mhz strap, so i needed to downclock my RAM to 2666, witch is the last supported 100mhz strap RAM clock. its also a shame that the very motherboard they sell as the first RGB Lighted motherboard to be so restricted with its LED control software, the 16.8 million color advertised on the box, ive yet to seen them, when i open the control panel, i see barely 12 color choices, + the effects. ",4,Motherboard
"In Asus, we trust. Awesome board with almost everything you need. Has a red awesome led circuit on board to make it aesthetically pleasing. No Nvidia SLI, but supports Crossfire for AMD cards. ",5,Motherboard
"Has pretty much all the core features you need in a motherboard without being expensive, or being too 'budget'. Between Asus & Gigabyte they've got the non-extreme Enthusiast level locked up. ",5,Motherboard
Great motherboard however some of the sata ports are hard to connect into if your gpu is already connected. ,4,Motherboard
"Nice motherboard.  Pricy but looks great, supports LGA1151 for those who still use DDR3.   ",4,Motherboard
"Solid board. BIOS is easy to use, and updates well. No features I didn't need and none that I'm missing, except maybe wifi. There actually is a wifi model I actually just bought the wrong one. Oh well, I had a spare wifi usb card lying around somewhere that will work. ",4,Motherboard
"Although I haven't used the software yet, the hardware is top of the line. I'm not a fan of the black and red styling, although it's what's expected of msi. It was easy to mod the board colours to black, which was helpful. The red ddr4 trace lines printed on the board look cool but are red :( So until I figure out how to colour or remove them I'm stuck.
The inclusion of an on board sound card and the wireless capability really sold this board for me, not to mention the other numerous functions like the easy overclock dial and the great software. The mobo armour  on the back is a big plus too. ",5,Motherboard
first came rma and second has usb 3.0 port issues so gotta rma again but system still runs and bios is easy enough ,2,Motherboard
"Since I didn't do enough research before purchasing all my parts, I decided to go with a motherboard that ""looked cool"" and this is the one I went with since it would be compatible with my i7-6700K. This mobo was plenty of connections, more than I would ever use (Definitely an overkill) and I regret spending so much money on this motherboard, not that there is anything wrong with it, I just wish I had spent less money on something that would work just as good. It has tons of features where advanced users can tweak settings. The RGB logo is pretty cool if you have a case with a window. ",5,Motherboard
This is a great and affordable workstation board in my opinion.  It has been running for 3 weeks 24/7 with no issues in my new build:   ,4,Motherboard
"Standard 1151 motherboard, one of the cheaper ones on the market. No plans for overclocking.  ",5,Motherboard
"One RAM slot came not working, other than that, pretty good motherboard ",3,Motherboard
So many things to play with on this board. Problem is work is getting in the way of tweaking with it. ,5,Motherboard
"Cheap motherboard, basic features, nothing more to say. Didn't need anything more than the bare minimum, so the motherboard was a good choice. Slightly weird fan header placement! ",4,Motherboard
"Really solid, well built mobo. It feels premium, has enough connections for everything and anything, and is completely solid. No built in Wifi is a pain but a small inconvenience. ",5,Motherboard
"I was so close to choosing an ASUS mobo, but man am I glad I didn't. This board is the ideal mid-to-low range board for the enthusiasts, and includes some things you don't see until you get to the $200 level. Two m.2 slots. SLI capable. Looks good without too much flash, which is totally within my style. Installation and instructions were very helpful and had no issues. Bios is easily navigable and makes all your adjustments easy. ",5,Motherboard
Motherboard. I've waited their mini-itx for a long time until I gave up and got this matx when it was on sale. I guess it is still a good choice since there is an extra pci lane for a future upgrade (not planning on crossfire) Fan header can be placed in a better place for cleaner cable routing. ,4,Motherboard
Impressive and unique little motherboard.  A quick note on cpu coolers - I had to place this up/down so as to avoid the built in wireless module on the mobo. ,5,Motherboard
"There don't seem to be a lot of uATX motherboards available, but this one is very nice. Everything works well, I was able to easily overclock the CPU and RAM with no problems.  ",5,Motherboard
"Looks great, easy to use BIOS, perfect motherboard! I love the board explorer! Would have preferred the PCB to be a little more black, but barely looks brown.  ",5,Motherboard
Does its job. ,4,Motherboard
The motherboard I actually used is the GA-H110M-S2H =  When installing this in the Z3 chassis I had to move up the two bottom stand-offs for fitting the board inside.    Once fitted I removed the rear fan and turned it clockwise before re-fitting to give me just enough cable length to reach the fan header and keep things super tidy.  ,5,Motherboard
"Awesome motherboard with great overclocking features. Sharp-looking and well laid out. The audio seems particularly good, especially the headphone jack. Also, the dedicated audio power provided for external USB audio interfaces is appreciated because this is my audio lab PC. When my monitor was not recognizing video on first startup, I found the diagnostic feedback provided by the 2 LED display very useful to determine that the motherboard was working properly. The only slight issue I had was that the ethernet port is not recognized by Windows until the MSI drivers are installed. But that didn't cause any trouble, just a little initial concern. ",5,Motherboard
Dont really know much about motherboards but its nice ,4,Motherboard
"Great motherboard!  Pros :
- Instantly detected my DDR4 Ram, no issues whatsoever
- Helped me do the Switch from AMD to Intel in less then an hour
- A lot of settings that I still haven't played around with or checked them out.
- Very easy BIOS and very simple to Overclock CPU and RAM Cons :
- Software and AI Toolkit is not that great for ASUS, ( I have known that because I had an ASUS before aswell ), other than that this is a great motherboard.
 - Also detected some weird temperatures, before motherboard flashing. ",4,Motherboard
I was tempted to use my usual H110m-Sh2 again for this build but opted to make the rig a lot more upgradable than my others and with the additional ram slots I've got room to get another 2x4GB kit while still keeping my existing 2x4GB sticks in play :) ,5,Motherboard
"Great mobo! I love the dehumidify feature, and all the features on it. ",5,Motherboard
"The two things that irked me about this motherboard were the standoff locations (not full ATX, but I learned from that mistake) and driver installation.  I can live with the fact that the motherboard uses a mix of ATX and micro ATX standoff locations, just a mistake by me.  Installing the LAN driver is what gave me problems.  After updating the BIOS, the Intel LAN driver installer told me that I had no Intel adapters present in the computer.  With the help of Reddit, I was able to go into the device manager and manually install the driver on the ""unidentified device"" that was present.  This driver issue set me back a few hours, meaning I couldn't activate Windows or go further with the build.  But after that, I was able to get the PC up and running. ",3,Motherboard
"The motherboard is pretty solid, the wifi can be a bit spotty at time, but it was easy to set up and the BIOS is easy to use ",4,Motherboard
Great uefi bios setting and overall good mobo ,5,Motherboard
"A decent board for a low price. More fan headers would have been nice, but as long as you don't go crazy with case fans like I do, you'll be fine. Has a pretty good aesthetic in my opinion as well. ",4,Motherboard
"I will need more experience with this motherboard before I can award it the final star.  The BIOS seems rather overwrought, but maybe that's just the way of things in this UEFI era. One star off for the UEFI nonsense that kept Linux from booting, and which took me nearly two days to overcome. In all other respects, it's acquitted itself well.  It has tons of options, and the connectors are easy to get at. ",4,Motherboard
"I was a bit let down here. The bios features are great. The RAM slots are just barely too close to the socket for my comfort, although I think I could still JUST fit two more modules. Looks very basic, although for the price I wasn't expecting spectacular. The thing i didn't expect were the issues I had installing win7 from USB, while using a USB keyboard and mouse. I believe this may be all 100 series, but it's definitely more trouble than I wanted to deal with. Ended up getting a new retail win10 so I didn't have to rack my brain to fix this. ",3,Motherboard
"I had trouble making my pc work because of this guy right here. My pc would turn on but won't post so I did some tests like  even after the things I did above, it still didn't work so I'm starting to think that my mobo is a bad one. I didn't give up and this time, I removed the battery of the motherboard to reset its Bios and after a few mins, I placed it back and tried to boot my pc up with everything built up and it works! Now that it's working, I proceeded to install the os, and all the other stuff. The UEFI looks nice, but I haven't really tried tweaking things yet so I can't speak about the ease of use for it. The board shows some noticeable flex when I was plugging stuff on it while mounted on the case. The board is light and doesn't really feel high end, but I don't think it has a bad quality build.  For those who plan to use this motherboard, I hope this helps you and it is not my intention to prevent others on buying this since it is a nice looking motherboard for the price. I removed 1 star because of the hassle it gave me before I get it to start working. ",4,Motherboard
"BIOS is awesome compare to the old ones im used to... $50, Okay deal,
Only 2 4-pin fan headers total included.  5 Stars for no issues (yet). ",5,Motherboard
"I bought this thing for the color scheme alone. It works as well as any other motherboard, despite some features being missing. It doesn't have a ton of bells and whistles, and that's okay. ",4,Motherboard
"No problems at all during the build, except for the issues that ended up being Microsoft's fault. Support was responsive and easy to work with when I called them. Board is laid out in a manner that didn't conflict with the build. 10 USB ports on back, support for the full 4 (2x2.0, 2x3.0) ports on the front of my case. No complaints. ",5,Motherboard
"I had a Classified E760 back when I had an i7 920, great board for its time, and having recently messed with newer ASUS and MSI bios, my expectations were high for EVGA. I was a bit disappointed, nothing fancy and flashy, but its extremely functional - exactly what you'd want from an overclocking board. I can't really ding it for that. However, I had to update my bios to install Windows 10? Something, somewhere was overlooked there. ",4,Motherboard
"Great, good looking MOBO. Bought online from Vuugo and was very pleased with the results. Time will tell it's overall quality but I'm pleased with it.  ",5,Motherboard
"Love this motherboard for my red themed build. The features and easy BIOS platform make this motherboard easy to use for even the newest of DIYers. The PCIe locations were not ideal for the Radeon R9 390 due to taking up three slots. I also do not like the placement of the USB pins, but that would have been fine if the 390 didn't cover the PCIe slot under the graphics card. ",4,Motherboard
Good enough for some decent overclocking. Got it in a bundle with the i5 and the RAM.  ,4,Motherboard
"Best bang for buck Z97 board, IMHO. You get 8 channel audio, 4 USB 3.0 ports, stellar audio quality, support for up to 32GB RAM, CrossFire support, and its ""Ultra Durable"" (I didn't get round to test it by attempting to bend it). Get it while you can, not many Z97s left now. If you can get it for £50, as some places are offering, its a steal. ",4,Motherboard
A bit more expensive than the MSI H81M-P33 but at least it works and it's slightly easier to work with in my personal opinion. ,5,Motherboard
So far so good I'm a noob so a lot of options on this mobo go over my head but for the price I got it I really think it was a good deal ,5,Motherboard
"Board Does what I need, only complaint is that the SATA headers are flimsy. Pros: fast and has plenty of room for expansion. ",4,Motherboard
Reliable ,5,Motherboard
The system has been running for two days now and will continue to run it for a few more days prior to passing it on to my Father-In-Law. But so far so good. The motherboard has all the right ports in the right places. The M.2 Slot is in the back of the motherboard which can be troublesome if problems ever arise. But so far the bios and drivers are all operating as intended. The Wifi works great in my home environment at least. The DDR3 memory support is a great option to keep costs down. Overall a great option for a Mini-Itx Build using the 1151 socket while still retaining DDR3 support. Now for the cons. As already mentioned the M.2 slot being in the back can be troublesome if problems ever arise with the drive. The IO shield is of terrible quality. Actually snipped a few of the weird things in there in order to fit properly and the sata cables included are extremely stiff. For a Mini-Itx board it would have been nice to see nice flexible cables being that this will clearly go into a small case. But I had some other more flexible and smaller cables sitting around to save my life. Overall highly recommended board for sure. ,4,Motherboard
"Does what it needs to do, looks nice in my case. LEDs have many color choices.  ",4,Motherboard
"Good board, no issues other than that I don't believe it has 2 x16 PCI-E slots, I believe 1 is x16 and 1 is x4 or x8.  ",3,Motherboard
Large video cards will cover your SATA ports ,4,Motherboard
"I wanted a motherboard that included a couple of M.2 ports, had enough SATA ports for all the hard drives I have, and plenty of USB ports. My last motherboard was from Gigabyte and they've always been reliable for me, and this mobo fit the bill. ",5,Motherboard
It does what its meant to do. no problems but no extra features ,5,Motherboard
seems good so far the bios is hard to figure out the manual is not that great for over clock help and customer support is slow .might be my last gigabyte board. but once fine tuned in everything working perfect .the leds are a little bright ,4,Motherboard
Great Mini ITX Motherboard. Looks great and comes with a ton of nice features. Installation was easy and the bios seemed straightforward. Nice job MSI. ,5,Motherboard
"This is the first ASRock mobo I built with, I've always used ASUS. I couldn't be more pleased with the quality and BIOS. Really great mobo with the bells and whistles for the price. ",5,Motherboard
"Lots and lots of features, 8 ram slots was key for me to buy this and is much more affordable than other models that do the same thing ",5,Motherboard
"Not the best looking board but works fine. Allowed me to overclock a 6600k to 4.5Ghz. Vdroop fairly bad. -1
No 7.1 sound or M.2 slot. -1 ",3,Motherboard
"I've had no problems with this motherboard. Quite a simple, yet excellent bios menu. The added application features, for the most part, are very useful. ",5,Motherboard
"-Not DOA
-No USB 3.0 header
-It works ",4,Motherboard
"Great motherboard, not too heavy on the bling which was perfect for this build however is saying that I don't understand why it's not just all black, wouldn't this suit an RGB board better than having a static colour on it?. Anyways the heatsinks came off no issue and were easy to paint. The slot layout is flawless and software was easy to use for tweaking of LED colours but when I tried to connect the Phanteks RGB strip to this directly the colours came out wrong, I added a PH-CB_RGB4P adaptor though and everything was fixed :) ",4,Motherboard
"Cheapest board I could find that has DisplayPort. So far so good, though installation was tricky for two reasons: 1) The CPU mount has two crescent metal parts that make you think somehow they came loose and the back of the metal tension rod should be INSIDE when infact it's meant to be OUTSIDE. Tried like mad to get them to hook AROUND the rod but it's just really weird shaping. 2) Even though the guide shows that the RAM slots have a clasp that opens and closes on both ends, in fact only one end does that. I felt like I was going to break the RAM stick shoving it in. I guess they did it to save space given the size of the board, but I definitely felt like I was going to break something. After installation performance has been great. ",4,Motherboard
"This motherboard was giving me troubles at first; there was an issue with the RAM placement (although the board recommended it) and I was ready to RMA it, but I just knew there had to be some way to fix it, so I ended up having to clear the CMOS and re-seat the RAM and it worked. Excellent BIOS gui btw ",5,Motherboard
Great reliable/solid board that if it has all the features you want you should definitely own one. Only nit pick is I wish is came with Wifi onboard. ,5,Motherboard
"This motherboard is amazing. It was very easy to install to the case and it provides additional SLIs for other gfx cards. Also, it was easy to install the drivers needed and the UEFI  was very easy to work with. It offers a ""boot to UEFI"" in desktop mode so you don't have to manually press the hotkeys to get there. What I love most is that it is capable with overclocking for if I ever do get an overclockable CPU. ",5,Motherboard
"Does what it is meant to do, sad that it only has one system fan header. ",4,Motherboard
"Has issues, can't put 48GB or 64GB of RAM b/c it won't boot, even at stock clocks, only 32GB or less works. This is unacceptable for a motherboard of this price bracket. ",1,Motherboard
"Great mobo - looks sick, too. Huge problem with it is the location of the CPU power connector. It was literally JUST far enough that I couldn't reach the cable to it. I had to wrap the wire under my PCI cards to reach across and plug it in properly. Plenty of space on it but no physical auto OC or BIOS reset buttons buttons. I just personally find them convenient. BIOS interface is nice and easy to use, and the mobo's layout is generic and simple. ",4,Motherboard
"This motherboard has everything I was looking for: it supports crossfire, RAID,  CPU overclocking, and also lets me use my DDR3 RAM with my skylake processor.  Only negative about this motherboard is that it only has 2 fan headers so I had to buy fan splitter cables for my extra fans. ",4,Motherboard
Lots of options for OC'ing. Fans are a little confusing to set up and it includes a 3.1 Type-C USB along with a M.2 bay. 4/5 ,4,Motherboard
"No issues so far, UEFI is nice, suitable for small overclocks ",5,Motherboard
"This motherboard isn't high end, by any means, and you can't really overclock too well on it (3+1 power phasing! can you believe it???). But then again, that's not a surprise at all, and this wasn't marketed as a high end mobo, by any means. I also don't really like the BIOS screen, it's pretty ugly. Also no USB 3. And, here's the big one, it actually doesn't support UEFI, it just uses plain old legacy BIOS. Doesn't really affect much, but legacy bios is reaaaly outdated. I didn't even think they made that kind of mobo anymore, but apparently they do. This motherboard actually is pretty old, however, and since I bought it on black friday it has gone out of production. However, for the ultra-low price, it's not too bad ",3,Motherboard
good budget board only complaint is the location of the case fan header is right in the middle of the board which makes routing the cable a nightmare. ,4,Motherboard
"Good Board, except I/O plate is not correctly aligned to all ports, especially the USB Type C port.
Asus AI Suite 3 software not much chop - better to setup case fan speed behaviour from the excellent UEFI BIOS.
Mobo drivers/utilities/documents should be available for download in one click (for initial build setup), rather than having to use all the individual download links. ",4,Motherboard
"My first SuperMicro motherboard. Although the packaging was not as flash as the more commercial brands, the board itself and its IPMI interface is fantastic. Was able to install this easily. The only minor considerations are the issues around the web interface always asking for Java version and the  mediocre I/O plate part around the LAN connectors. There are only 2 SATA3 ports but that's part of the spec and is not an issue. The USB onboard is great for booting Freenas from. Overall despite its minor flaws, this is a great board. ",5,Motherboard
"My first thing to say about this is, it looks badass. GB did a very nice job making sure all the ports were visible and accessible, installation of the IO shield was a breeze, and connecting the front panel IO could not have been easier. This is super easy to work with, comes loaded with features, and looks awesome. The BIOS is also great! It supports Intel XMP and is easy to navigate, but also offers an ""expert"" mode if you get tired of the BIOS for 5yos.  I've docked a star because on a gaming mobo of this price, I would have expected to see support for 4-way both CF and SLI. Nope! Only supports 2-way SLI and 3-way CF. Oh well, guess upgrade potential's just a tad limited...but in all fairness, >3 SLI or CF configs are downright unreasonable for the scaling you get. ",4,Motherboard
"An excellent motherboard with a black PCB and dark colours for the slots, it includes a handy IO clip for making things super easy during install and the USB Type-C is a big + for a board with such a low cost.  I like the position of the M2 slot just below CPU as well :) ",5,Motherboard
"It only has two RAM slots and the BIOS doesn't let you adjust the CPU voltage, but other than that, it's great. ",4,Motherboard
"Great aesthetic, fit in my build really well. Didn't have any problem. Great bios as well!  ",5,Motherboard
"Pricey, but fantastic looking motherboard. No issues with it at all.  ",5,Motherboard
"Great motherboard, no problems with it yet. Ran windows 10 out of the box. Has enough room for upgrades and is exactly what I was looking for in my build after looking at many different motherboards.  ",5,Motherboard
Beautiful and great motherboard. Full of useful features. ,5,Motherboard
"I don't need to overclock, so having an H170A motherboard isn't aproblem for me. It's a bummer that the RAM's clock speed is limited to 2133MHz. 2400MHz RAM was cheaper so I got that anyway. The motherboard's frontside audio connector is on the bottom corner completely opposite where the ports are on the case, so there's a wire running awkwardly across the bottom of the motherboard to connect it. ",4,Motherboard
"Very good, full of features and ports the only problem is not with the actual motherboard with the AMD chipset that doesn't support PCIe gen 3 which kinda sucks ",4,Motherboard
This MB makes it easy to overclock my CPU with game boost ,5,Motherboard
"One of the best H97 motherboards out there. I love ASUS motherboards, they totally have the best motherboard designs out there. ",5,Motherboard
"I went with Gigabyte because of the price, great reviews, and good looks. Gigabyte has a utility that allows you to make changes to the BIOS without having to load into the BIOS, pretty trick. ",5,Motherboard
"Went around the forums and looked for motherboards to overclock with. This one kept popping up, and since my color scheme for the interior lightning would be blue, I mean come on. On the plus side, it's just pretty. ",5,Motherboard
"Amazing Z97 board, really sad that they stopped making it. I managed to get this when they were trying to get rid of them, so I got it for under $130 which is a steal. It lacks some of the more modern features, so no USB 3.1, no M.2 slots (it does have MSATA), no NVME booting, but looking past that it's an amazing board. This is one of the last MSI ""gaming"" motherboards where MSI used a brown PCB. I'm not going to lie, it would definitely look better with black, but as long as you're not using white LEDs, you won't even see the brown. I really like the aesthetic of this board with the red accents, and the Black and Red I/O shield+I/O looks great with a black or red case. This board is packed with great enthusiast features that tend to get left out of boards under $175 or $200 these days. It has voltage checkpoints, dual bios, Debug readout, dedicated go to bios button (you have no idea how nice this is when you have fast boot enabled), buttons to start the computer from the motherboard, and voltage checkpoints with extenders that make it really easy to use. Maybe best of all is the 12 phase power design that's practically unheard of for a cheaper Z97 board like this one was. If you can find one of these, I would highly recommend it, as it's an amazing all around enthusiast board. ",5,Motherboard
"Had some trouble setting things up in the BIOS at first since I didn't realize it had both the onboard audio and PCi Graphics turned off at first for some reason, but it's fine now. ",4,Motherboard
All the bells and whistles of more expensive board without the price tag. Legendary ASUS build quality. ,5,Motherboard
"has a nice look and seems sturdy; has a fair amount of fan plugins, 4 ram slots, and a good amount of pci slots. ",4,Motherboard
It was $50 for me and it does the job brilliantly. The MSI version was around the same price but the Internet says Asus' quality is better so. One thing though is that it does not support Win 7 installation USB. I think it is a problem for Asus boards. ,4,Motherboard
"Does what I need it to do. Probably should have went with the asus axx pro, but hind sight is 20/20.  ",5,Motherboard
I wanted a ATX MB and a good brand. I think this MB is smaller than other ATX MB. You can only put in seven screws. ,5,Motherboard
"this motherboard looks great, and has tons of features, especially considering the price. the bios isn't my favorite but it still has all the options you need, my only problem i can think of is the fan headers, there is 2 pwm (4 pin) and 4 (3 pin) fan headers, of these the CPU fan headers are one of the 4 pins and one of the 3 pins, the mismatched fan headers wouldn't be much of a concern ( just use a fan hub) but the two CPU fan headers cannot be adjusted independently (as far as i can tell) this means if you want to run an AIO then you can max the pumps speed while letting the fans change speed. ",5,Motherboard
"Pro
affordable
has enough sata 
good for single card gpu con
no xfire/sli 
no overclocking
power pins may bend easy, causing my pc to turn on by itself once in a while ",4,Motherboard
"Looks amazing, has every feature you could ever ask for, runs stable with zero issues.  Flashed to latest BIOS before doing any tinkering or overclocking.  I feel this is the best high-end X99 board you can buy. ",5,Motherboard
"Excellent motherboard. Gigabyte's DualBIOS feature (which I was unaware of until this day) saved my butt the other day when I made a dumb mistake trying to overclock and couldn't boot because of a machine check error. So I fiddled with the switches and I accidentally switched to the backup BIOS and was able to boot up on default settings. I downloaded a fresh BIOS from Gigabyte and then re-flashed the main BIOS. If it weren't for that feature though, I would've been without a computer for a while, so kudos to them for that great feature.  I don't have any criticisms for this board. It has served me well for two years now. I am giving it four stars because $300 seems to be a little bit too much.  ",4,Motherboard
"Solid Motherboard. Wish there was a little more red vs the black, but that's nothing I couldn't tell you from the pictures. Everything is working well. It slightly concerned me that the Define R4 had ""A"" (for ATX) next to some Motherboard standoffs beside where this Motherboard sat, but that's... not really any kind of an issue. There's a little red lighting strip near the I/O which is a nice confirmation that it's running. ",4,Motherboard
A solid board for the money. No USB 3.0 headers on the MOBO but it does what I need and the BIOS is easy. ,4,Motherboard
Cheap and has USB 3 port for front panel. Would wait for the new line of budget processors released in late 2015 since AM1 will stop being supported. ,4,Motherboard
Beast of a board.  Simply hands down best of the best by Asus for the X79 platform.  I do wish  they would have made the board more server oriented seeings this was built from the ground up for Ivy Bridge-E processors on the X79 platform.. given 40 pcie lanes you would think they would have designed the board to be compatible 16x in all four slots. ,4,Motherboard
"The only thing I would add is that its a little small as seen in the pics. But thats not the products fault, as I choose it. But other than that it does its job with no issues. ",4,Motherboard
"the only x99 mitx motherboard. ultra fast boot is not very ultra fast, and it even gives me plenty of time to enter the uefi setup. as someone who likes fast, i am disappointed ",4,Motherboard
"Probably the best inbetweener motherboard out right now  (when I mean inbetweener, I mean in between medium/average grade MOBS and Top of the line MOBS) Has everything you need, providing you ample enough space for all your components. Only down star is that I would love for a MOBS to come out around this price range with wifi AC capabilities. ",4,Motherboard
Directions aren't too clear. Had to use others for some input on placement of cords. ,2,Motherboard
"Eghhhhhhh. Not again, I'll tell you that. This motherboard has 3 SATA ports now. the plastic housing on the 2nd SATA3 has left the building. Flashed the Bios, tried to use the Windows .exe from ASRock, not happening. Finally ballsed up and threw it on a FAT32 USBdrive, flashed it. Doesn't boot. Tries again. Nope. Finally realized what had happened. Went into the UEFI, unplugged my mouse, plugged it in again, went to boot devices changed it from my hatachi drive to my ancient Maxtor. Boots right up. ",2,Motherboard
"Weak 4+1 power phase holds back overclocking potential, but has Crossfire capability, so there's that. It looks cool, too - dark PCB and heatsinks. UEFI BIOS leaves a bit to be desired compared to higher-end boards, but it's actually not bad. At least it's UEFI.  ",3,Motherboard
"This motherboard doesn’t support the ability to overclock and at the time I didn’t know that I should’ve gotten a z97 version of this board. Other than that, this board is really amazing the bios is really simple to use. At first I didn’t know what was going on since it is my first build but, after a few minutes I was able to navigate through the bios in order to set up my boot priorities.  ",5,Motherboard
Have had no issues with any connectors and the motherboard hasn't bottlenecked yet. (obviously) ,5,Motherboard
"Cheap motherboard but its all i need, im a little dissapointed there is no SLI support but oh well. ",4,Motherboard
?wesome motherboard lot's of features good overclock for that price ,5,Motherboard
"Could have used more on-board fan headers, but otherwise a solid motherboard with a good UEFI. ",4,Motherboard
"I really like the 5 year warranty, the thermal armor looks down right bad ***.  There are plenty of SATA ports, fan headers, and USB ports and USB headers. I also love the dust covers that come with the board to cover the unused ports and slots on the board and a small dust screen for rear I/O intake assist fan.  Easy to update the BIOS and super stable overclocks.  ",5,Motherboard
Most underrated mobo. Works well and has the sexiest lights on it. ,5,Motherboard
