Comments,Stars,Type
"Fast, blazing fast. No issues here if your motherboard can support it. I have a Gen2 M.2 socket, so this is the fastest possible drive I can get, SATA Express speeds. ",4,HD
Super fast I recommend this ssd. ,5,HD
Paid a little too much for it at the time. But I'm happy. It's quick and boots up my system very quick. ,5,HD
"It works. The design on the top of the drive looks kinda neat. It's not visible in my build, but I wouldn't mind it if it was. Has plenty of space for a dual (or a potential tri-boot later). Probably could've gone with something half the size, but my mom wanted 1TB. ",5,HD
"Massive capacity for a good price. Hitachi is renowned for being reliable, and this drive has taken things very well. I've actually dropped the computer while it was packaged for transport (it fell out of the back of an SUV), and this thing never even had a single problem. Only con is that it's kind of loud when writing data. ",4,HD
"Excellent drive, only wish it was faster, it's SATA-based, it's at its limits. ",4,HD
"Fast Fast Fast!! Did I mention, Fast?!  Simply plugged in, installed drivers from the disk, set drive letter through disk management and was good to go.  Currently using this as a game drive not OS.. scores 2040/959 running crystal disk mark.   ",5,HD
"[OLD] A drive I have for several years that always kept all my games - in my new rig it is still in use for casual data (games wandered to a new, 1tb HDD because of space issues). A very fast drive which only runs a little hotter than new WD blue drives. ",4,HD
Insane gaming performance for a great price! ,5,HD
Now this is speed! It can boot from bios to windows main screen in 10 Seconds! ,5,HD
I got this SSD on Newegg's shell shocker deal just before the holidays. It looks great and it's really fast. I trust Intel for their processors so it made sense to trust them for my storage. I don't know how I lived without SSD's all these years.  ,5,HD
Does what I need it for ,5,HD
"works well, its super fast ",5,HD
"To store all the data, I have two RAID 0 arrays setup with the 4x4TB drives (added in Aug, 2014). The main array is hardware striped for performance, the backup is software spanned. Although, RAID 10 is easier to setup, its advantage of lower array failure require six or more disks. I have decreased energy use and decreased latency due to less disks having to spin up on access. I spanned the 2nd array for two reasons; performance is not as important, and a spanned array has a better chance for data recovery in the event of a failure. At the time, there was a good deal on these drives on Newegg, and I did manage to get these from two different batches (by luck). ",5,HD
At the time of this purchase it was by far the cheapest 1TB MLC SSD on the market at $250. There wasn't another MLC SSD under $300 actually. The benchmarks I've done show it's nearly identical to the Samsung 850 EVO I have.  Price to performance it was the best possible option but now PNY has released an upgraded line. From what I've heard the PNY 2211 is a very good successor to this SSD.  ,5,HD
Very impressed by its speed. Shame WD doesn't offer this much cheaper than the 1tb counterpart. Easily 5 stars ,5,HD
Works ,4,HD
I picked this up just because I wanted an SSD boot disk for windows and some games. ,4,HD
Blazing Fast ,5,HD
"Very fast to boot from, but this drive has had performance decreases in the past that Samsung has fixed, but now some people are getting it again. ",4,HD
THIS IS INCORRECT. LoL..... Too lazy to fix part but I actually put in a Samsung 850 Evo Pro SSD. I love it. I also use this Intel SSD as external sometimes.  Samsung = 5 stars Intel=4 stars* I would only go with Intel if I was going with a PCIe SSD ,5,HD
"While I'm not the one to really be reviewing how good a SSD is, I feel that the 600p is a amazing little SSD in a class of its own right now. Using a NVMe controller at the price of a SATA M.2, I think this guy is the way to go. It's faster at shorter tasks than the other SSDs in it's price range and a bit slower and longer ones, but for consumer use, short is the more common task. I feel like the price to performance is too good to pass up. ",5,HD
I've had this for a long time and it's been great ,5,HD
This is a hard drive i got from my grandmas pc when i build her one.  I took it from her old computer. ,5,HD
"Has a few bad sectors i guess, so sometimes i'm unable to copy from it.  ",3,HD
"I've built two separate servers utilizing these reliable drives, which provide plenty of storage. I am using stablebit's drive pool and drive scanner to monitor them . ",5,HD
Will probably need to replace it soon :/ ,2,HD
Extremely reliable HD so far. It has not given me or my system any bugs. It is perfect for OS install while you run everything else off of a larger HD. I load Windows in 3 seconds after cold startup.  ,5,HD
"I needed a hard drive and although it wasn't the best GB/$, it was certainly the largest capacity I could get for under $20. ",4,HD
Haven't done any sort of testing in regards to performance but its a huge improvement over a standard HDD. One of PNY's higher level drives but at the time of purchase I found it for less than the lower end models. ,5,HD
"Not much to say about this really, it's big and does its job. ",5,HD
6/5 stars ,5,HD
Had it lying around. It was from my wife's laptop when I upgraded her to an ssd.  It's a hard drive! ,3,HD
"(UPGRADED) The entire purpose of this drive is an environmental safety. I backup my data to it once a month, then it is stored in a fireproof, waterproof lock box. It runs a bit slow, but I expected as much from an archive drive. I would recommend this to anyone that has a similar need. It would not be quite so reliable as a primary storage drive, and likely much worse as a system drive. ",4,HD
Awesome product. I got this on sale for around $55ish. Boots my PC up in no time. ,5,HD
Fast enough for me.  For the price I think it's a deal. ,4,HD
"Works great, speed is as-advertised. It's a bit boring for putting on display in your case, but at least it's not covered in some lame sticker. ",5,HD
"I was using these for redundancy storage for media, I did have a corruption issue, but I am lead to believe it was due to software and not these drives. They currently have been replaced by a WD AW and put into a Linux Server and no issue thus far.  ",5,HD
"Its definitely not the top performing SSD, but its a hell of a lot faster than a regular 7200 RPM HDD. Solid performance and the Black Friday price was unbeatable at $200. ",4,HD
Back-Up drive. ,4,HD
Comes with an 8GB SSD built in and over time learns which files you use the most to give quicker access.  Good for an HTPC build as you save having two seperate drives. As it is over 3GB must initialise/format using GPT to access all the space in one partion.  Quite noisy. ,4,HD
Western Digital- thing is pretty quiet and quick for a HD ,5,HD
No problems. I have this in raid0 and loving it. ,5,HD
"Was fooled by Kingston's solid reputation, this SSD does not match up to its similarly priced competition. ",3,HD
Cheapest M.2 drive in this capacity that I could find that was compatible with my motherboard. Nothing to complain about really. I just use this for my OS and a handful of games for my HTPC. ,5,HD
I tend to stick to Crucial and Samsung SSD's at this time though on next few builds will try Patriot and Kingston. ,4,HD
"Unbelievably fast, I have my operating system on here and a few games and I can see a massive difference from a HDD. ",5,HD
"Has lasted me over 10 years,  only recently stating to give me read errors, so I can't really complain and have definitely gotten my moneys worth.  ",5,HD
"I have purchased several WD Red drives for NAS systems over the past few years and they have never let me down. I can't recommend these highly enough. They run nearly silent, and are not massive power hogs.  ",5,HD
It is not bad at all for a consumer SSD.  ,4,HD
Bought purely to installed Windows on. Took awhile to clone my original HDD but once it gets going its very quick. I can now boot into Windows and be up and running in less that 20 seconds. Would highly recommend one of these or any other SSD for running Windows. ,5,HD
Hits its rating of 1570 MB/s on sequential reads and 540 MB/s on sequential writes in benchmarks.  Also has a 5-year warranty.  I'm currently using this as a boot drive and it's been blazingly fast on startup.  This seems to be a great M.2 drive for the price-point. ,5,HD
"AMAZING drive, not the best, not the worst, looks great too  ",4,HD
"The HDD works as is, but I'm concerned for it's reliability. ",3,HD
Coming from a HDD for years and getting this was like going from night to day. Well worth the money spent from the sheer speed I have. Even made the 3TB HDD seem faster for a Steam library. ,5,HD
Wow loving the boot time it is so fast no waiting! ,5,HD
"I read that these have a high failure rate, but so far so good. Some concerns though, it runs at 48 degrees (almost 20 degrees hotter than the other two drives I have in the build) and its firmware update software doesn't recognize it. Still functions well but I'm a little cautious.  ",4,HD
Not the fastest SSD around but the price/performance/space ratio is great even at its normal price. ,5,HD
It's a 1TB 7200RPM hard drive with 32MB cache. There is really nothing more you could want at this price point. Amazing speed 5/5. ,5,HD
Slow old harddrives I need to upgrade these. They have been faithful though.. ,3,HD
"This drive is my OS drive. Browsing about the OS is really quick, and R/W speeds are pretty good. Recommend. ",5,HD
"This thing is amazing.  I use it as a boot drive.  It was super easy to set up for that purpose, and my boot up time is almost negligible at this point.  Definitely keep it mostly empty, though.  That will make sure it stays blazing fast.  Also a note on durability:  I actually dropped this piece right onto the floor as I was assembling the computer.  I almost had a conniption fit, but was able to stay calm enough to put everything together anyways to see if it still worked.  No issues whatsoever.  Obviously you should be a lot more careful than I was being, and I do not recommend dropping this or any other part, but I think that does speak to the build quality that Kingston has put into this.  ",5,HD
A great HDD from Toshiba! Nothing wrong here! ,4,HD
"Love this SSD, had to do a clean reinstall of windows 10 to fix some crashing issues so I upgraded from 120gb ssd to this 480gb PNY. It looks cool, came with software to transfer my old drive if I wanted to and so far the overall performance is great ",5,HD
"Its enterprise grade although I didn't need it need it to be, it was a added bonus, its a little loud though.I brought it refurbished and haven't had a problem with it. ",4,HD
Nice gaming hdd. ,5,HD
"Pretty slow, not much cache, even tho I'm not sure what it does but still compared to others (16mb-64mb). Got it used for ~$20. Not bad. ",4,HD
boots up fast wish i would have gone for the M.2 though ,4,HD
"i read that the maximum read speed was 330around, but when i got mine, in crystaldiskmark it said the read speed was 546?!  ",5,HD
"OK when you have it laying around, also, the speed difference isn't noticeable. It also is very reliable, not many errors in the month of use I have put on it. ",4,HD
"Trustable brand, only 450 GB usable though. ",4,HD
"This ol' drive had been kicking it since 2009. A little on the slower end but it totally makes up for it though sheer lifetime. It's gone through 3 computers so far, but it's still running like it did in the first. Now it's mainly a storage drive, but I'd trust this thing to hold my files for years to come. ",4,HD
"This drive is fast, I'm getting 511.2 MB/s read and 432 MB/s write speed. I ended up paying 179.99 for it and boy was it a sweet pick up. ",5,HD
"Cheapest 128GB M.2 SSD at the time of purchase, and is very fast, Windows 10 boots in 3-5 seconds approx. ",5,HD
This Hard Drive is Great 1TB is a Great amount of Storage and its great for the Price ,5,HD
"Buying this disk was a very last minute decision, just minutes before I started building it. I had another old disk I was going to temporarily use for my initial install/setup, but decided not to wipe it and that I should take advantage of an SSD. Unfortunately, the store I went to only had this one available. It does the job as it's meant to do, but it's definitely not what I really would like to buy for this build.  ",3,HD
Greased lighting fast and comes with a 5 year warranty.  Enough said. ,5,HD
Great SSD for the money ,5,HD
"Great, fast HDD. Needed more storage for my computer and walked down to best buy and bought it. Been using it for holding all my games, and running them of course, and it's worked great. ",5,HD
"Going on four years with one of these, not a single issue. Just as fast as Samsung's 850 EVO. ",5,HD
"Hitachi drives are very well rated, and their Ultrastar line has a better uncorrectable read error rate than their Deskstar line.  I found a 2TB drive for under $100.  For that price, I feared it might be an OEM pull with thousands of hours on it, but SMART showed it was brand new. ",5,HD
"These drives are massive and fast, for a 5400 RPM drive.
I'm currently running 2 of these in my NAS and using Windows Storage Spaces to create a 2-way redundant disk. I'm planning to add 2 more of these into my NAS soon. ",5,HD
"Pretty cheap for a 7200RPM NAS drive, reliable. ",5,HD
"This ssd is fast, solid looks, stable and i think is under rated. I heard alot of bad review on this ssd. I can say i am very happy with it. faster than my Samsung 840 evo  ",5,HD
It works and is sufficiently faster than a traditional HDD. Nothing special ,4,HD
"Great inexpensive SSD. Samsung 850 EVO would've been my first choice and Crucial MX100 my second, but this was on sale for $70 and I couldn't resist. ",5,HD
Easy installation. great performance. very pleased with my purchase. ,5,HD
"FAST AS GOD HIMSELF, I'm not sure how the 750 Series can beat these. ",5,HD
"A bit loud sometimes, but does what it's supposed to. ",4,HD
I love small form factor storage. I have 10k enterprise Seagates. I will use them all the time. ,5,HD
Your standard SSD / HD combo ,5,HD
"My ""go to"" SSD has been the Samsung 850 EVO but I stumbled upon this little gem on a newegg sale and decided to try it. After purchasing it I read a few articles that showed how close in performance this is when compared to the 850 EVO. I was able to get it at a much lower cost; so far I am impressed. ",5,HD
"Kinda small, but its super fast. ",4,HD
,4,HD
"Got this one for $99. I was contemplating using a SSD for the operating system only in a smaller capacity and also using a 1Tb HDD for program/app/media storage. 1/2 Tb isn't a lot of storage nowadays but with the cost of SSD storage falling rapidly I decided to get a moderate solution temporarily and upgrade to a higher capacity later, Perhaps with a RAID or M.2. ",5,HD
No problems and lighting fast. ,5,HD
Runs pretty hot. ,3,HD
So far so good.  ,4,HD
Does its job well.  ,5,HD
"its a harddrive,just needed something that was decently big and was good for the price,this does the trick and is remarkably quick so far. ",4,HD
Great storage so far so good ,5,HD
"Solid drives, No issues after 3 years of use ",5,HD
Been reliable so far ,5,HD
good price for a 6tb and works good ,5,HD
"Super affordable SSD, I ended up going with the 250gb version for about $60. It currently holds Windows and all my drivers\Documents. Good enough for me! ",5,HD
stores games and other crap i dont need all the time . 10/10 would buy again ,5,HD
"I got this because, of course, it matches with the ram sticks AND it runs a little faster than the Samsung 850 Evo. I'm a sucker for that little edge. Boots up my OS in a matter of a snap. Won't even let the windows icon form. ",5,HD
"This drive was also highly rated.  Was going to skip it originally, but at this price, I had to have it.  Is  ",5,HD
"Intel SSDs are always solid choices, but this one disappointed me a bit. The read/write aren't as good as I was expecting and a Samsung drive beats it outright (840EVO). For the money, I'd go with a Samsung unit or a Kingston/HyperX. Its alright if you can find it cheap, but not the best at retail value. ",3,HD
Barra...Barracuda! ,5,HD
This is your average 7200RPM HDD. It works very well to store games. ,5,HD
Super Fast. Great price too! ,5,HD
"Meh, its alright. It works fine, only a little bit of noise. ",3,HD
"This is the most risky thing I'm doing with this PC, as it has bad sectors. Hopefully more don't show up soon. ",3,HD
I use this to house my Steam Folder. Works flawlessly ,5,HD
Encountered no problems ** all with this SSD. ,5,HD
